src,dst,2017,2018,2019
AngularJS,React,1596,0,0
AngularJS,RubyMine,210,0,0
AngularJS,Spark,300,0,0
AngularJS,Sublime Text,3071,0,0
AngularJS,TextMate,102,0,0
AngularJS,Vim,2260,0,0
AngularJS,Visual Studio,3608,0,0
AngularJS,Visual Studio Code,2717,0,0
AngularJS,Xamarin,623,0,0
AngularJS,Xcode,946,0,0
AngularJS,Zend,52,0,0
Ansible,.NET,0,0,625
Ansible,.NET Core,0,0,547
Ansible,Apache Spark,0,0,584
Ansible,BSD/Unix,0,0,27
Ansible,Chef,0,0,510
Ansible,Cordova,0,0,314
Ansible,CryEngine,0,0,90
Ansible,Flutter,0,0,199
Ansible,Hadoop,0,0,539
Ansible,Linux-based,0,0,2526
Ansible,MacOS,0,0,806
Ansible,Node.js,0,0,2352
Ansible,Pandas,0,0,818
Ansible,Puppet,0,0,567
Ansible,React Native,0,0,505
Ansible,TensorFlow,0,0,557
Ansible,Torch/PyTorch,0,0,244
Ansible,Unity 3D,0,0,316
Ansible,Unreal Engine,0,0,163
Ansible,Windows,0,0,260
Ansible,Xamarin,0,0,201
Apache HBase,.NET Core,0,182,0
Apache HBase,AWS,0,370,0
Apache HBase,Amazon Echo,0,75,0
Apache HBase,Amazon RDS/Aurora,0,130,0
Apache HBase,Amazon Redshift,0,124,0
Apache HBase,Android,0,297,0
Apache HBase,Android Studio,0,235,0
Apache HBase,Angular/Angular.js,0,313,0
Apache HBase,Apache Hive,0,552,0
Apache HBase,Apple Watch or Apple TV,0,49,0
Apache HBase,Arduino,0,146,0
Apache HBase,Atom,0,243,0
Apache HBase,Azure,0,162,0
Apache HBase,BSD/Unix,0,8,0
Apache HBase,Coda,0,43,0
Apache HBase,Cordova,0,82,0
Apache HBase,Django,0,182,0
Apache HBase,Drupal,0,71,0
Apache HBase,ESP8266,0,50,0
Apache HBase,Eclipse,0,397,0
Apache HBase,Elasticsearch,0,362,0
Apache HBase,Emacs,0,100,0
Apache HBase,Firebase,0,161,0
Apache HBase,Gaming console,0,51,0
Apache HBase,Google BigQuery,0,118,0
Apache HBase,Google Cloud Platform/App Engine,0,193,0
Apache HBase,Google Cloud Storage,0,180,0
Apache HBase,Google Home,0,61,0
Apache HBase,Hadoop,0,605,0
Apache HBase,Heroku,0,158,0
Apache HBase,IBM Cloud or Watson,0,71,0
Apache HBase,IPython / Jupyter,0,232,0
Apache HBase,IntelliJ,0,558,0
Apache HBase,Komodo,0,42,0
Apache HBase,Light Table,0,37,0
Apache HBase,Linux,0,697,0
Apache HBase,Linux-based,0,343,0
Apache HBase,MacOS,0,569,0
Apache HBase,Mainframe,0,45,0
Apache HBase,Memcached,0,169,0
Apache HBase,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",0,152,0
Apache HBase,Neo4j,0,129,0
Apache HBase,NetBeans,0,159,0
Apache HBase,Node.js,0,403,0
Apache HBase,Notepad++,0,432,0
Apache HBase,PHPStorm,0,106,0
Apache HBase,Predix,0,30,0
Apache HBase,PyCharm,0,265,0
Apache HBase,RStudio,0,138,0
Apache HBase,Raspberry Pi,0,204,0
Apache HBase,React,0,207,0
Apache HBase,RubyMine,0,55,0
Apache HBase,Salesforce,0,71,0
Apache HBase,Serverless,0,100,0
Apache HBase,SharePoint,0,65,0
Apache HBase,Spark,0,435,0
Apache HBase,Spring,0,350,0
Apache HBase,Sublime Text,0,381,0
Apache HBase,TensorFlow,0,177,0
Apache HBase,TextMate,0,51,0
Apache HBase,Torch/PyTorch,0,71,0
Apache HBase,Vim,0,442,0
Apache HBase,Visual Studio,0,255,0
Apache HBase,Visual Studio Code,0,310,0
Apache HBase,Windows,0,727,0
Apache HBase,Windows Phone,0,75,0
Apache HBase,WordPress,0,205,0
Apache HBase,Xamarin,0,73,0
Apache HBase,Xcode,0,108,0
Apache HBase,Zend,0,45,0
Apache HBase,iOS,0,131,0
Apache Hive,.NET Core,0,207,0
Apache Hive,AWS,0,568,0
Apache Hive,Amazon Echo,0,80,0
Apache Hive,Amazon RDS/Aurora,0,200,0
Apache Hive,Amazon Redshift,0,226,0
Apache Hive,Android,0,311,0
Apache Hive,Android Studio,0,230,0
Apache Hive,Angular/Angular.js,0,337,0
Apache Hive,Apple Watch or Apple TV,0,60,0
Apache Hive,Arduino,0,154,0
Apache Hive,Atom,0,310,0
Apache Hive,Azure,0,207,0
Apache Hive,BSD/Unix,0,11,0
Apache Hive,Coda,0,44,0
Apache Hive,Cordova,0,103,0
Apache Hive,Django,0,214,0
Apache Hive,Drupal,0,64,0
Apache Hive,ESP8266,0,52,0
Apache Hive,Eclipse,0,444,0
Apache Hive,Elasticsearch,0,443,0
Apache Hive,Emacs,0,123,0
Apache Hive,Firebase,0,168,0
Apache Hive,Gaming console,0,56,0
Apache Hive,Google BigQuery,0,169,0
Apache Hive,Google Cloud Platform/App Engine,0,208,0
Apache Hive,Google Cloud Storage,0,174,0
Apache Hive,Google Home,0,56,0
Apache Hive,Hadoop,0,955,0
Apache Hive,Heroku,0,160,0
Apache Hive,IBM Cloud or Watson,0,81,0
Apache Hive,IPython / Jupyter,0,433,0
Apache Hive,IntelliJ,0,666,0
Apache Hive,Komodo,0,45,0
Apache Hive,Light Table,0,31,0
Apache Hive,Linux,0,884,0
Apache Hive,Linux-based,0,436,0
Apache Hive,MacOS,0,767,0
Apache Hive,Mainframe,0,51,0
Apache Hive,Memcached,0,178,0
Apache Hive,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",0,179,0
Apache Hive,Neo4j,0,146,0
Apache Hive,NetBeans,0,148,0
Apache Hive,Node.js,0,432,0
Apache Hive,Notepad++,0,512,0
Apache Hive,PHPStorm,0,106,0
Apache Hive,Predix,0,34,0
Apache Hive,PyCharm,0,372,0
Apache Hive,RStudio,0,269,0
Apache Hive,Raspberry Pi,0,238,0
Apache Hive,React,0,241,0
Apache Hive,RubyMine,0,55,0
Apache Hive,Salesforce,0,82,0
Apache Hive,Serverless,0,141,0
Apache Hive,SharePoint,0,80,0
Apache Hive,Spark,0,747,0
Apache Hive,Spring,0,358,0
Apache Hive,Sublime Text,0,504,0
Apache Hive,TensorFlow,0,257,0
Apache Hive,TextMate,0,53,0
Apache Hive,Torch/PyTorch,0,97,0
Apache Hive,Vim,0,629,0
Apache Hive,Visual Studio,0,308,0
Apache Hive,Visual Studio Code,0,339,0
Apache Hive,Windows,0,853,0
Apache Hive,Windows Phone,0,72,0
Apache Hive,WordPress,0,196,0
Apache Hive,Xamarin,0,76,0
Apache Hive,Xcode,0,110,0
Apache Hive,Zend,0,43,0
Apache Hive,iOS,0,154,0
Apache Spark,.NET,0,0,589
Apache Spark,.NET Core,0,0,432
Apache Spark,BSD/Unix,0,0,13
Apache Spark,Chef,0,0,207
Apache Spark,Cordova,0,0,250
Apache Spark,CryEngine,0,0,87
Apache Spark,Flutter,0,0,165
Apache Spark,Hadoop,0,0,1549
Apache Spark,Linux-based,0,0,1117
Apache Spark,MacOS,0,0,457
Apache Spark,Node.js,0,0,1251
Apache Spark,Pandas,0,0,1254
Apache Spark,Puppet,0,0,180
Apache Spark,React Native,0,0,348
Apache Spark,TensorFlow,0,0,863
Apache Spark,Torch/PyTorch,0,0,355
Apache Spark,Unity 3D,0,0,269
Apache Spark,Unreal Engine,0,0,146
Apache Spark,Windows,0,0,280
Apache Spark,Xamarin,0,0,178
Apple Watch or Apple TV,.NET Core,0,226,0
Apple Watch or Apple TV,AWS,0,375,0
Apple Watch or Apple TV,Android Studio,0,496,0
Apple Watch or Apple TV,Angular/Angular.js,0,281,0
Apple Watch or Apple TV,Arduino,0,264,0
Apple Watch or Apple TV,Atom,0,324,0
Apple Watch or Apple TV,Azure,0,178,0
Apple Watch or Apple TV,BSD/Unix,0,6,0
Apple Watch or Apple TV,Coda,0,79,0
Apple Watch or Apple TV,Cordova,0,154,0
Apple Watch or Apple TV,Django,0,153,0
Apple Watch or Apple TV,Drupal,0,82,0
Apple Watch or Apple TV,ESP8266,0,67,0
Apple Watch or Apple TV,Eclipse,0,229,0
Apple Watch or Apple TV,Emacs,0,92,0
Apple Watch or Apple TV,Firebase,0,511,0
Apple Watch or Apple TV,Gaming console,0,119,0
Apple Watch or Apple TV,Google Cloud Platform/App Engine,0,233,0
Apple Watch or Apple TV,Google Home,0,137,0
Apple Watch or Apple TV,Hadoop,0,77,0
Apple Watch or Apple TV,Heroku,0,233,0
Apple Watch or Apple TV,IBM Cloud or Watson,0,85,0
Apple Watch or Apple TV,IPython / Jupyter,0,85,0
Apple Watch or Apple TV,IntelliJ,0,287,0
Apple Watch or Apple TV,Komodo,0,43,0
Apple Watch or Apple TV,Light Table,0,39,0
Apple Watch or Apple TV,Linux,0,437,0
Apple Watch or Apple TV,Linux-based,0,64,0
Apple Watch or Apple TV,MacOS,0,1716,0
Apple Watch or Apple TV,Mainframe,0,38,0
Apple Watch or Apple TV,NetBeans,0,118,0
Apple Watch or Apple TV,Node.js,0,499,0
Apple Watch or Apple TV,Notepad++,0,265,0
Apple Watch or Apple TV,PHPStorm,0,139,0
Apple Watch or Apple TV,Predix,0,34,0
Apple Watch or Apple TV,PyCharm,0,139,0
Apple Watch or Apple TV,RStudio,0,58,0
Apple Watch or Apple TV,Raspberry Pi,0,332,0
Apple Watch or Apple TV,React,0,318,0
Apple Watch or Apple TV,RubyMine,0,59,0
Apple Watch or Apple TV,Salesforce,0,76,0
Apple Watch or Apple TV,Serverless,0,108,0
Apple Watch or Apple TV,SharePoint,0,69,0
Apple Watch or Apple TV,Spark,0,69,0
Apple Watch or Apple TV,Spring,0,110,0
Apple Watch or Apple TV,Sublime Text,0,452,0
Apple Watch or Apple TV,TensorFlow,0,139,0
Apple Watch or Apple TV,TextMate,0,107,0
Apple Watch or Apple TV,Torch/PyTorch,0,48,0
Apple Watch or Apple TV,Vim,0,343,0
Apple Watch or Apple TV,Visual Studio,0,321,0
Apple Watch or Apple TV,Visual Studio Code,0,413,0
Apple Watch or Apple TV,Windows,0,459,0
Apple Watch or Apple TV,Windows Phone,0,129,0
Apple Watch or Apple TV,WordPress,0,273,0
Apple Watch or Apple TV,Xamarin,0,195,0
Apple Watch or Apple TV,Xcode,0,992,0
Apple Watch or Apple TV,Zend,0,46,0
Apple Watch or Apple TV,iOS,0,1104,0
Arduino,.NET,0,0,2509
Arduino,.NET Core,665,1499,1621
Arduino,ASP.NET,0,0,1686
Arduino,AWS,0,1717,2336
Arduino,Amazon Web Services (AWS),834,0,0
Arduino,Android Studio,960,2324,2625
Arduino,Angular/Angular.js,0,1919,2076
Arduino,AngularJS,810,0,0
Arduino,Ansible,0,0,616
Arduino,Apache Spark,0,0,397
Arduino,Atom,715,1660,1607
Arduino,Azure,0,856,0
Arduino,BSD/Unix,0,22,12
Arduino,Chef,0,0,216
Arduino,Coda,33,91,100
Arduino,Cordova,313,672,766
Arduino,CryEngine,0,0,121
Arduino,Django,0,985,1247
Arduino,Docker,0,0,2767
Arduino,Drupal,0,329,379
Arduino,ESP8266,0,1124,0
Arduino,Eclipse,849,1765,1735
Arduino,Emacs,188,346,445
Arduino,Express,0,0,1675
Arduino,Firebase,277,1296,0
Arduino,Flask,0,0,1253
Arduino,Flutter,0,0,426
Arduino,Gaming console,0,245,0
Arduino,Google Cloud Platform/App Engine,0,786,1548
Arduino,Google Home,0,231,0
Arduino,Hadoop,111,312,399
Arduino,Heroku,0,970,1233
Arduino,IBM Cloud or Watson,0,218,357
Arduino,IPython / Jupyter,203,787,1134
Arduino,IntelliJ,694,1943,2489
Arduino,Komodo,42,83,98
Arduino,Kubernetes,0,0,769
Arduino,Laravel,0,0,874
Arduino,Light Table,12,42,54
Arduino,Linux,0,4229,5737
Arduino,Linux-based,0,1989,2688
Arduino,MacOS,0,3131,2743
Arduino,Mainframe,52,98,0
Arduino,Microsoft Azure,310,0,1076
Arduino,NetBeans,351,865,861
Arduino,Node.js,1103,3063,3643
Arduino,Notepad++,1206,2663,3060
Arduino,PHPStorm,289,764,810
Arduino,Pandas,0,0,1067
Arduino,Predix,0,42,0
Arduino,Puppet,0,0,239
Arduino,PyCharm,399,1217,1709
Arduino,RStudio,83,272,327
Arduino,Raspberry Pi,1531,3645,4559
Arduino,React,370,1440,0
Arduino,React Native,0,0,896
Arduino,React.js,0,0,2004
Arduino,Ruby on Rails,0,0,602
Arduino,RubyMine,64,163,171
Arduino,Salesforce,86,198,0
Arduino,Serverless,99,410,0
Arduino,SharePoint,134,230,0
Arduino,Slack,0,0,2192
Arduino,Spark,93,268,0
Arduino,Spring,0,750,932
Arduino,Sublime Text,911,2269,2276
Arduino,TensorFlow,0,809,1291
Arduino,TextMate,51,111,114
Arduino,Torch/PyTorch,0,212,416
Arduino,Unity 3D,0,0,1479
Arduino,Unreal Engine,0,0,556
Arduino,Vim,952,2198,2507
Arduino,Visual Studio,1231,2625,3174
Arduino,Visual Studio Code,581,2510,4476
Arduino,Vue.js,0,0,1186
Arduino,Windows,0,5798,5892
Arduino,Windows Phone,0,346,0
Arduino,WordPress,568,1509,1778
Arduino,Xamarin,263,642,714
Arduino,Xcode,481,986,1045
Arduino,Zend,15,64,83
Arduino,iOS,0,1359,1460
Arduino,jQuery,0,0,3639
Assembly,.NET,0,0,1682
Assembly,.NET Core,424,1155,1098
Assembly,ASP.NET,0,0,1124
Assembly,AWS,0,947,1202
Assembly,Amazon DynamoDB,0,236,0
Assembly,Amazon Echo,0,220,0
Assembly,Amazon RDS/Aurora,0,189,0
Assembly,Amazon Redshift,0,102,0
Assembly,Amazon Web Services (AWS),344,0,0
Assembly,Android,663,2101,2333
Assembly,Android Studio,453,1577,1524
Assembly,Angular/Angular.js,0,1201,1211
Assembly,AngularJS,344,0,0
Assembly,Ansible,0,0,386
Assembly,Apache HBase,0,144,0
Assembly,Apache Hive,0,157,0
Assembly,Apache Spark,0,0,345
Assembly,Apple Watch or Apple TV,0,152,0
Assembly,Arduino,443,1380,1631
Assembly,Atom,309,1126,1013
Assembly,Azure,0,471,0
Assembly,BSD/Unix,0,31,28
Assembly,Bash/Shell/PowerShell,0,3140,3574
Assembly,C,1411,4707,4322
Assembly,C#,713,2319,2268
Assembly,C++,1219,3942,3833
Assembly,CSS,0,3717,0
Assembly,Cassandra,74,235,280
Assembly,Chef,0,0,168
Assembly,Clojure,53,157,172
Assembly,Cobol,0,192,0
Assembly,Coda,18,84,112
Assembly,CoffeeScript,73,269,0
Assembly,Common Lisp,90,0,0
Assembly,Cordova,123,365,424
Assembly,Couchbase,0,0,180
Assembly,CryEngine,0,0,137
Assembly,Dart,35,0,239
Assembly,Delphi/Object Pascal,0,416,0
Assembly,Django,0,697,802
Assembly,Docker,0,0,1593
Assembly,Drupal,0,215,264
Assembly,DynamoDB,0,0,315
Assembly,ESP8266,0,323,0
Assembly,Eclipse,570,1617,1383
Assembly,Elasticsearch,0,558,609
Assembly,Elixir,41,0,150
Assembly,Emacs,194,417,508
Assembly,Erlang,65,180,171
Assembly,Express,0,0,892
Assembly,F#,61,161,186
Assembly,Firebase,125,811,818
Assembly,Flask,0,0,735
Assembly,Flutter,0,0,249
Assembly,Gaming console,0,209,0
Assembly,Go,172,640,720
Assembly,Google BigQuery,0,164,0
Assembly,Google Cloud Platform/App Engine,0,522,875
Assembly,Google Cloud Storage,0,397,0
Assembly,Google Home,0,126,0
Assembly,Groovy,63,299,0
Assembly,HTML/CSS,0,3952,3866
Assembly,Hack,27,91,0
Assembly,Hadoop,91,277,336
Assembly,Haskell,128,523,0
Assembly,Heroku,0,547,660
Assembly,IBM Cloud or Watson,0,129,240
Assembly,IBM Db2,0,220,0
Assembly,IPython / Jupyter,122,573,808
Assembly,IntelliJ,355,1505,1611
Assembly,Java,1005,3701,3450
Assembly,JavaScript,1026,3727,3751
Assembly,Julia,31,129,0
Assembly,Komodo,27,82,102
Assembly,Kotlin,0,356,490
Assembly,Kubernetes,0,0,423
Assembly,Laravel,0,0,491
Assembly,Light Table,14,44,73
Assembly,Linux,898,3413,3921
Assembly,Linux-based,0,1918,2154
Assembly,Lua,210,604,0
Assembly,MacOS,344,2110,1621
Assembly,Mainframe,61,138,0
Assembly,MariaDB,0,812,1169
Assembly,Matlab,296,1169,0
Assembly,Memcached,0,302,0
Assembly,Microsoft Azure,150,0,635
Assembly,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",0,389,0
Assembly,Microsoft SQL Server,0,0,1626
Assembly,MongoDB,337,1327,1430
Assembly,MySQL,924,3261,3109
Assembly,Neo4j,0,175,0
Assembly,NetBeans,237,822,708
Assembly,Node.js,475,1860,2007
Assembly,Notepad++,712,2275,2222
Assembly,Objective-C,218,675,522
Assembly,Ocaml,0,178,0
Assembly,Oracle,291,726,1234
Assembly,PHP,653,2261,2056
Assembly,PHPStorm,119,475,480
Assembly,Pandas,0,0,669
Assembly,Perl,196,583,0
Assembly,PostgreSQL,410,1748,1797
Assembly,Predix,0,38,0
Assembly,Puppet,0,0,174
Assembly,PyCharm,196,892,1065
Assembly,Python,990,3328,3632
Assembly,R,137,592,586
Assembly,RStudio,59,223,249
Assembly,Raspberry Pi,538,1534,1636
Assembly,React,170,838,0
Assembly,React Native,0,0,483
Assembly,React.js,0,0,1108
Assembly,Redis,167,730,796
Assembly,Ruby,200,725,634
Assembly,Ruby on Rails,0,0,422
Assembly,RubyMine,35,125,141
Assembly,Rust,91,423,565
Assembly,SQL,944,3339,3274
Assembly,SQL Server,511,2051,0
Assembly,SQLite,600,1374,2292
Assembly,Salesforce,45,120,0
Assembly,Scala,92,324,301
Assembly,Serverless,44,202,0
Assembly,SharePoint,69,167,0
Assembly,Slack,0,0,1175
Assembly,Smalltalk,47,0,0
Assembly,Spark,68,195,0
Assembly,Spring,0,552,656
Assembly,Sublime Text,461,1702,1481
Assembly,Swift,175,630,519
Assembly,TensorFlow,0,546,830
Assembly,TextMate,33,97,122
Assembly,Torch/PyTorch,0,158,334
Assembly,TypeScript,136,798,1055
Assembly,Unity 3D,0,0,893
Assembly,Unreal Engine,0,0,429
Assembly,VB.NET,185,686,0
Assembly,VBA,129,533,601
Assembly,Vim,688,1958,2112
Assembly,Visual Basic 6,153,612,0
Assembly,Visual Studio,770,2148,2241
Assembly,Visual Studio Code,277,1725,2730
Assembly,Vue.js,0,0,648
Assembly,WebAssembly,0,0,301
Assembly,Windows,812,4755,4007
Assembly,Windows Phone,108,276,0
Assembly,WordPress,256,879,966
Assembly,Xamarin,131,421,438
Assembly,Xcode,234,751,692
Assembly,Zend,12,87,106
Assembly,iOS,309,860,835
Assembly,jQuery,0,0,2147
Atom,.NET,0,0,1712
Atom,.NET Core,0,0,1061
Atom,ASP.NET,0,0,1262
Atom,Android Studio,1295,0,0
Atom,Angular/Angular.js,0,0,2509
Atom,Ansible,0,0,859
Atom,Apache Spark,0,0,637
Atom,BSD/Unix,0,0,17
Atom,Chef,0,0,344
Atom,Coda,77,230,238
Atom,Cordova,0,0,742
Atom,CryEngine,0,0,126
Atom,Django,0,0,1639
Atom,Drupal,0,0,487
Atom,Eclipse,1343,2892,2334
Atom,Emacs,289,553,503
Atom,Express,0,0,2125
Atom,Flask,0,0,1434
Atom,Flutter,0,0,364
Atom,Hadoop,0,0,547
Atom,IPython / Jupyter,401,1400,1700
Atom,IntelliJ,1733,4063,3441
Atom,Komodo,49,178,165
Atom,Laravel,0,0,1243
Atom,Light Table,36,93,103
Atom,Linux-based,0,0,3333
Atom,MacOS,0,0,1996
Atom,NetBeans,481,1300,1106
Atom,Node.js,0,0,4646
Atom,Notepad++,1775,3893,3503
Atom,PHPStorm,611,1489,1194
Atom,Pandas,0,0,1414
Atom,Puppet,0,0,309
Atom,PyCharm,766,2182,2204
Atom,RStudio,212,586,619
Atom,React Native,0,0,1181
Atom,React.js,0,0,3246
Atom,Ruby on Rails,0,0,1236
Atom,RubyMine,208,406,320
Atom,Spring,0,0,1414
Atom,Sublime Text,1953,4507,3337
Atom,TensorFlow,0,0,1184
Atom,TextMate,115,268,225
Atom,Torch/PyTorch,0,0,438
Atom,Unity 3D,0,0,1165
Atom,Unreal Engine,0,0,438
Atom,Vim,2141,4270,3460
Atom,Visual Studio,1627,3018,2536
Atom,Visual Studio Code,1339,4496,5017
Atom,Vue.js,0,0,1539
Atom,Windows,0,0,1416
Atom,Xamarin,0,0,451
Atom,Xcode,943,1941,1593
Atom,Zend,30,99,140
Atom,jQuery,0,0,4774
Azure,.NET Core,0,3805,0
Azure,Android Studio,0,1215,0
Azure,Angular/Angular.js,0,3090,0
Azure,Atom,0,1005,0
Azure,BSD/Unix,0,10,0
Azure,Coda,0,73,0
Azure,Cordova,0,644,0
Azure,Django,0,608,0
Azure,Drupal,0,282,0
Azure,ESP8266,0,202,0
Azure,Eclipse,0,951,0
Azure,Emacs,0,231,0
Azure,Firebase,0,1018,0
Azure,Gaming console,0,159,0
Azure,Google Cloud Platform/App Engine,0,866,0
Azure,Google Home,0,160,0
Azure,Hadoop,0,364,0
Azure,Heroku,0,801,0
Azure,IBM Cloud or Watson,0,218,0
Azure,IPython / Jupyter,0,480,0
Azure,IntelliJ,0,1423,0
Azure,Komodo,0,68,0
Azure,Light Table,0,32,0
Azure,Linux,0,2681,0
Azure,Linux-based,0,767,0
Azure,MacOS,0,2374,0
Azure,Mainframe,0,92,0
Azure,NetBeans,0,467,0
Azure,Node.js,0,3252,0
Azure,Notepad++,0,3196,0
Azure,PHPStorm,0,459,0
Azure,Predix,0,45,0
Azure,PyCharm,0,698,0
Azure,RStudio,0,274,0
Azure,Raspberry Pi,0,1385,0
Azure,React,0,1735,0
Azure,RubyMine,0,108,0
Azure,Salesforce,0,300,0
Azure,Serverless,0,750,0
Azure,SharePoint,0,624,0
Azure,Spark,0,339,0
Azure,Spring,0,668,0
Azure,Sublime Text,0,1655,0
Azure,TensorFlow,0,498,0
Azure,TextMate,0,91,0
Azure,Torch/PyTorch,0,119,0
Azure,Vim,0,1363,0
Azure,Visual Studio,0,5259,0
Azure,Visual Studio Code,0,4397,0
Azure,Windows,0,8544,0
Azure,Windows Phone,0,502,0
Azure,WordPress,0,1237,0
Azure,Xamarin,0,1186,0
Azure,Xcode,0,725,0
Azure,Zend,0,52,0
Azure,iOS,0,1206,0
BSD/Unix,Android Studio,0,21,0
BSD/Unix,Atom,0,22,0
BSD/Unix,Coda,0,6,0
BSD/Unix,Eclipse,0,36,0
BSD/Unix,Emacs,0,21,0
BSD/Unix,IPython / Jupyter,0,20,0
BSD/Unix,IntelliJ,0,27,0
BSD/Unix,Komodo,0,6,0
BSD/Unix,Light Table,0,5,0
BSD/Unix,NetBeans,0,19,0
BSD/Unix,Notepad++,0,46,0
BSD/Unix,PHPStorm,0,12,0
BSD/Unix,PyCharm,0,16,0
BSD/Unix,RStudio,0,11,0
BSD/Unix,RubyMine,0,4,0
BSD/Unix,Sublime Text,0,28,0
BSD/Unix,TextMate,0,6,0
BSD/Unix,Vim,0,80,0
BSD/Unix,Visual Studio,0,25,0
BSD/Unix,Visual Studio Code,0,27,0
BSD/Unix,Xcode,0,13,0
BSD/Unix,Zend,0,4,0
Bash/Shell/PowerShell,.NET,0,0,7808
Bash/Shell/PowerShell,.NET Core,0,4658,5481
Bash/Shell/PowerShell,ASP.NET,0,0,5707
Bash/Shell/PowerShell,AWS,0,9083,10335
Bash/Shell/PowerShell,Amazon DynamoDB,0,2088,0
Bash/Shell/PowerShell,Amazon Echo,0,1074,0
Bash/Shell/PowerShell,Amazon RDS/Aurora,0,2260,0
Bash/Shell/PowerShell,Amazon Redshift,0,969,0
Bash/Shell/PowerShell,Android,0,7476,7497
Bash/Shell/PowerShell,Android Studio,0,5009,4511
Bash/Shell/PowerShell,Angular/Angular.js,0,8072,7355
Bash/Shell/PowerShell,Ansible,0,0,3600
Bash/Shell/PowerShell,Apache HBase,0,641,0
Bash/Shell/PowerShell,Apache Hive,0,901,0
Bash/Shell/PowerShell,Apache Spark,0,0,1737
Bash/Shell/PowerShell,Apple Watch or Apple TV,0,562,0
Bash/Shell/PowerShell,Arduino,0,3819,4158
Bash/Shell/PowerShell,Atom,0,6596,4558
Bash/Shell/PowerShell,Azure,0,2789,0
Bash/Shell/PowerShell,BSD/Unix,0,96,64
Bash/Shell/PowerShell,C,0,0,9274
Bash/Shell/PowerShell,C#,0,0,9889
Bash/Shell/PowerShell,C++,0,0,9459
Bash/Shell/PowerShell,Cassandra,0,1465,1335
Bash/Shell/PowerShell,Chef,0,0,984
Bash/Shell/PowerShell,Clojure,0,0,715
Bash/Shell/PowerShell,Coda,0,216,217
Bash/Shell/PowerShell,Cordova,0,1935,1559
Bash/Shell/PowerShell,Couchbase,0,0,743
Bash/Shell/PowerShell,CryEngine,0,0,166
Bash/Shell/PowerShell,Dart,0,0,718
Bash/Shell/PowerShell,Django,0,3906,3874
Bash/Shell/PowerShell,Docker,0,0,13541
Bash/Shell/PowerShell,Drupal,0,1089,977
Bash/Shell/PowerShell,DynamoDB,0,0,2388
Bash/Shell/PowerShell,ESP8266,0,872,0
Bash/Shell/PowerShell,Eclipse,0,5676,4597
Bash/Shell/PowerShell,Elasticsearch,0,5681,5674
Bash/Shell/PowerShell,Elixir,0,0,661
Bash/Shell/PowerShell,Emacs,0,2031,2315
Bash/Shell/PowerShell,Erlang,0,0,484
Bash/Shell/PowerShell,Express,0,0,5242
Bash/Shell/PowerShell,F#,0,0,529
Bash/Shell/PowerShell,Firebase,0,3437,3116
Bash/Shell/PowerShell,Flask,0,0,4126
Bash/Shell/PowerShell,Flutter,0,0,743
Bash/Shell/PowerShell,Gaming console,0,412,0
Bash/Shell/PowerShell,Go,0,0,4307
Bash/Shell/PowerShell,Google BigQuery,0,859,0
Bash/Shell/PowerShell,Google Cloud Platform/App Engine,0,2932,4605
Bash/Shell/PowerShell,Google Cloud Storage,0,1775,0
Bash/Shell/PowerShell,Google Home,0,424,0
Bash/Shell/PowerShell,HTML/CSS,0,0,21910
Bash/Shell/PowerShell,Hadoop,0,1472,1560
Bash/Shell/PowerShell,Heroku,0,3581,3455
Bash/Shell/PowerShell,IBM Cloud or Watson,0,563,751
Bash/Shell/PowerShell,IBM Db2,0,850,0
Bash/Shell/PowerShell,IPython / Jupyter,0,3037,3867
Bash/Shell/PowerShell,IntelliJ,0,8927,8905
Bash/Shell/PowerShell,Java,0,0,14157
Bash/Shell/PowerShell,JavaScript,0,0,22869
Bash/Shell/PowerShell,Komodo,0,195,151
Bash/Shell/PowerShell,Kotlin,0,0,2154
Bash/Shell/PowerShell,Kubernetes,0,0,3991
Bash/Shell/PowerShell,Laravel,0,0,2192
Bash/Shell/PowerShell,Light Table,0,75,85
Bash/Shell/PowerShell,Linux,0,19199,21652
Bash/Shell/PowerShell,Linux-based,0,10183,11024
Bash/Shell/PowerShell,MacOS,0,16368,11917
Bash/Shell/PowerShell,Mainframe,0,325,0
Bash/Shell/PowerShell,MariaDB,0,5328,6061
Bash/Shell/PowerShell,Memcached,0,2502,0
Bash/Shell/PowerShell,Microsoft Azure,0,0,4336
Bash/Shell/PowerShell,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",0,1910,0
Bash/Shell/PowerShell,Microsoft SQL Server,0,0,8914
Bash/Shell/PowerShell,MongoDB,0,8757,8052
Bash/Shell/PowerShell,MySQL,0,17173,15133
Bash/Shell/PowerShell,Neo4j,0,942,0
Bash/Shell/PowerShell,NetBeans,0,2002,1551
Bash/Shell/PowerShell,Node.js,0,12989,12672
Bash/Shell/PowerShell,Notepad++,0,8913,9443
Bash/Shell/PowerShell,Objective-C,0,0,1678
Bash/Shell/PowerShell,Oracle,0,3127,4798
Bash/Shell/PowerShell,PHP,0,0,8871
Bash/Shell/PowerShell,PHPStorm,0,3088,2367
Bash/Shell/PowerShell,Pandas,0,0,3627
